head,type,value,tail_pos,tail_neg
222,1,9,82,1507
222,3,395,111,327
597,1,6,148,998
597,3,342,385,1328
932,1,10,419,1291
471,1,6,699,998
118,1,3,144,1193
118,2,131,568,1331
118,3,107,28,563
546,1,3,50,1140
546,2,258,298,924
546,3,329,627,1206
121,1,3,627,1473
121,3,104,257,1110
405,1,4,226,1462
405,3,284,161,1384
225,1,1,117,1286
225,2,117,625,536
28,1,1,229,1559
28,3,0,1,803
95,1,2,1035,1198
95,3,96,393,1172
699,1,6,79,968
699,3,1138,546,604
174,1,3,685,160
174,2,84,82,601
174,3,193,181,96
71,1,1,257,1436
588,1,10,755,208
419,1,2,225,1163
419,2,155,416,800
419,3,499,143,1297
143,1,6,275,819
143,3,499,419,375
172,1,3,144,1084
172,3,585,181,1606
82,1,1,151,329
82,2,84,210,670
82,3,298,121,1240
625,1,2,932,661
625,2,117,225,1001
99,1,10,416,691
755,1,1,229,649
755,3,96,95,908
1544,1,2,1035,1201
393,1,10,622,1390
393,2,95,94,1109
393,3,96,95,1113
416,1,1,1,888
416,2,155,419,12
416,3,1175,622,613
1035,1,1,28,1621
622,1,10,416,743
622,3,1175,416,531
623,1,10,1043,577
623,3,670,1043,1082
399,1,3,144,1269
400,1,10,257,615
820,1,1,568,881
94,1,10,400,1532
94,2,95,393,1462
1043,1,6,827,1502
1043,3,670,623,161
377,1,2,257,298
8,1,10,755,1007
627,1,3,385,547
627,3,346,284,1451
144,1,4,233,1524
144,2,158,265,314
144,3,25,226,727
210,1,3,298,519
210,2,84,174,1296
210,3,415,265,1125
22,1,6,416,119
22,3,87,283,1160
526,1,6,283,610
96,1,4,117,990
96,2,98,385,97
96,3,342,597,1425
79,1,3,576,550
79,2,80,233,512
79,3,193,181,1500
226,1,4,576,762
226,2,161,576,1644
226,3,502,144,1395
161,1,3,118,1529
161,3,284,405,956
2,1,4,265,309
2,3,4,393,1675
568,1,3,121,971
568,2,131,118,1305
568,3,145,282,663
566,1,3,233,122
566,3,193,181,1280
230,1,1,622,287
230,2,209,229,556
230,3,742,229,702
385,1,3,685,513
385,2,98,96,743
385,3,342,597,430
684,1,3,546,894
684,2,56,300,468
684,3,14,284,425
228,1,1,210,817
228,3,741,229,501
576,1,3,96,706
576,2,161,226,1446
576,3,966,827,899
241,1,6,283,1258
229,1,3,405,1246
229,2,209,230,1133
229,3,741,230,780
265,1,3,226,1448
265,2,158,144,19
265,3,296,82,745
233,1,4,282,1210
233,2,80,79,433
233,3,750,685,467
403,1,3,2,1090
288,1,7,324,915
288,3,138,319,916
294,1,2,24,295
294,3,420,118,1281
127,1,6,1375,1649
127,3,282,273,374
111,1,17,222,720
111,2,125,683,496
111,3,395,222,1054
50,1,1,118,637
50,3,194,181,1114
14,1,6,308,945
151,1,1,50,1672
181,1,3,121,1211
181,3,192,50,975
225,1,2,246,943
455,1,1,405,1448
455,2,27,24,294
455,3,92,495,294
933,1,6,1328,324
933,3,545,309,973
1,1,0,225,863
235,1,2,1057,1392
235,3,4,323,1058
1129,1,6,275,13
244,1,6,20,247
277,1,6,100,444
121,1,3,546,921
121,3,298,252,1296
532,1,16,458,1266
477,1,2,989,191
762,1,2,1011,346
273,1,5,1129,1473
273,3,282,127,1424
1010,1,6,532,361
405,1,3,244,284
405,3,860,273,1388
221,1,6,532,142
129,1,4,760,1024
475,1,6,304,706
137,1,6,206,1615
124,1,7,258,1148
19,1,2,294,228
100,1,6,322,826
1009,1,6,14,257
1375,1,6,309,13
70,1,8,137,1288
70,3,260,275,179
98,1,6,1187,504
98,3,271,258,542
479,1,8,137,333
479,2,186,185,50
185,1,7,1284,506
185,2,186,479,386
202,1,2,151,302
495,1,2,19,840
495,3,92,24,1660
23,1,5,309,537
234,1,1,95,613
234,2,84,252,861
234,3,56,473,399
191,1,6,683,1293
206,1,6,544,1208
95,1,0,225,526
224,1,6,532,1236
1068,1,6,1009,1028
13,1,8,762,1618
13,2,15,319,301
1143,1,6,532,1035
1143,3,882,1057,1332
678,1,6,1187,102
678,3,895,325,326
283,1,8,762,1000
283,3,882,1143,1304
544,1,6,991,1105
109,1,9,10,598
1061,1,8,137,1001
1061,3,107,118,76
1643,1,6,458,142
24,1,2,19,830
24,2,27,455,569
24,3,92,495,258
20,1,8,479,452
20,3,77,286,696
1284,1,6,304,540
760,1,4,825,1466
929,1,6,127,1484
323,1,3,298,609
323,3,4,235,610
1060,1,6,370,895
685,1,3,50,13
324,1,4,129,1045
324,3,246,121,819
471,1,6,1163,459
471,2,53,985,846
1013,1,1,250,765
1013,3,860,273,1026
546,1,3,181,1286
546,2,258,298,726
546,3,12,298,1302
985,1,6,224,734
985,2,53,471,496
985,3,1212,1328,645
870,1,6,471,1235
870,2,125,683,1426
825,1,4,185,47
3,1,2,95,983
325,1,6,1129,700
325,3,895,678,1480
1163,1,6,224,734
1163,3,1064,370,675
252,1,9,258,77
252,2,84,234,794
252,3,298,121,276
285,1,6,678,433
250,1,3,546,957
458,1,6,475,748
458,3,315,298,1533
1187,1,3,273,1270
1328,1,6,127,29
1328,3,1212,985,709
118,1,3,455,216
118,3,420,294,580
117,1,3,678,624
117,3,417,458,286
370,1,8,1163,1355
370,3,1064,1163,837
275,1,8,319,1012
275,3,260,70,627
16,1,2,13,982
322,1,3,298,1213
991,1,6,458,1190
991,3,1874,1013,574
308,1,12,1615,1067
878,1,10,989,1278
321,1,6,234,330
286,1,6,1284,385
286,3,77,20,534
271,1,9,678,969
304,1,10,1060,1419
304,3,913,1011,1517
683,1,6,1061,1314
683,2,125,111,1164
1093,1,2,495,1157
1093,3,915,304,21
1011,1,2,1093,601
1011,3,913,304,737
473,1,0,206,1298
473,3,56,234,632
1057,1,2,455,622
1057,3,882,283,668
309,1,5,100,783
309,3,545,933,821
298,1,3,24,315
298,2,258,546,1675
298,3,12,546,679
246,1,6,206,646
258,1,7,288,629
258,3,271,98,568
319,1,2,19,682
319,2,15,13,235
319,3,138,288,921
989,1,2,1057,1578
10,1,6,1009,445
222,1,9,870,511
222,3,395,111,1163
1615,1,3,24,1282
340,1,6,175,1456
289,1,6,461,1052
289,3,591,175,1490
354,1,8,481,651
272,1,6,655,864
286,1,6,496,1549
286,3,149,58,1154
1296,1,8,286,338
889,1,6,523,982
302,1,5,493,768
302,3,911,382,551
347,1,6,655,420
347,3,592,175,294
269,1,6,180,830
344,1,6,429,404
316,1,6,269,362
316,3,659,654,1468
435,1,13,191,252
435,3,294,523,1431
173,1,10,432,113
173,2,181,209,487
222,1,9,89,294
170,1,6,655,877
480,1,3,210,408
480,2,186,607,260
514,1,2,316,1125
514,3,531,187,1549
210,1,1,193,38
210,2,84,318,368
210,3,193,50,1115
187,1,6,435,438
187,2,138,180,721
187,3,592,175,502
493,1,7,480,1403
14,1,6,435,801
655,1,1,173,474
655,2,181,173,45
208,1,2,269,834
603,1,4,661,1206
603,2,186,480,639
603,3,477,496,1392
191,1,6,269,940
50,1,1,519,603
50,3,193,210,712
519,1,6,340,943
89,1,4,603,352
89,3,193,50,1327
135,1,1,50,663
193,1,6,523,1162
98,1,6,318,722
98,2,100,735,350
735,1,6,14,256
735,2,100,657,254
735,3,0,69,122
58,1,6,429,1283
58,3,149,286,1613
429,1,6,14,266
604,1,8,69,91
604,2,151,496,44
631,1,6,170,1587
69,1,6,461,700
69,3,0,735,1375
134,1,6,657,50
1454,1,8,1296,101
1454,3,1725,648,503
632,1,6,69,943
318,1,6,889,42
318,2,84,210,1282
318,3,149,58,578
528,1,6,506,415
100,1,5,187,778
180,1,6,340,719
180,2,138,187,1263
180,3,438,187,878
492,1,6,631,884
492,3,1363,506,1223
432,1,10,173,981
491,1,8,648,80
178,1,6,381,828
607,1,6,661,377
607,2,186,480,303
488,1,6,381,828
382,1,2,514,309
382,3,911,302,562
481,1,6,655,504
523,1,6,193,1587
523,3,294,435,709
209,1,2,461,619
209,2,181,173,1069
648,1,6,481,710
648,3,1725,1454,1376
661,1,6,175,814
661,3,464,496,40
654,1,6,492,616
654,3,659,316,1620
657,1,9,135,841
657,2,100,735,1000
496,1,6,481,1550
496,2,151,604,401
496,3,464,661,317
461,1,6,170,1182
506,1,6,429,868
506,3,1363,492,147
175,1,6,272,446
175,3,592,187,1110
381,1,2,1296,1508
303,1,6,956,96
303,2,257,297,830
303,3,144,297,952
286,1,8,921,503
286,3,149,318,1513
242,1,2,251,849
1022,1,2,1021,233
319,1,8,137,436
319,2,15,792,971
319,3,138,723,299
305,1,6,224,996
305,2,47,45,861
305,3,315,676,1612
882,1,6,778,250
882,3,700,476,863
995,1,2,153,581
311,1,6,638,225
311,3,701,420,1640
251,1,6,488,1476
1251,1,8,1255,1646
9,1,6,507,948
275,1,6,197,895
275,2,47,45,449
10,1,6,936,1655
10,3,38,1101,56
1171,1,6,778,491
221,1,6,279,739
1174,1,4,185,1262
1174,3,1334,479,562
285,1,8,86,1101
287,1,6,86,926
287,3,531,517,1293
151,1,2,715,1228
100,1,6,660,266
100,2,82,238,1444
293,1,6,648,1125
293,2,69,707,1424
293,3,282,160,458
936,1,8,648,430
224,1,6,64,836
15,1,6,8,448
15,3,56,473,599
124,1,6,707,91
718,1,20,1021,1241
137,1,6,708,734
137,3,482,533,1229
536,1,6,638,444
13,1,2,1251,506
13,2,15,345,1035
283,1,2,715,1350
116,1,2,154,1641
116,3,301,83,572
93,1,6,191,665
847,1,6,347,1292
14,1,6,1255,1184
1061,1,6,6,1452
1061,3,1339,663,418
676,1,16,1141,170
676,3,315,458,823
1007,1,2,766,955
297,1,6,221,424
297,2,257,303,1171
297,3,144,303,206
744,1,6,631,513
744,2,430,631,23
744,3,944,318,1519
864,1,2,702,309
864,3,376,186,962
533,1,6,26,855
533,3,482,137,905
111,1,17,1141,670
111,2,125,211,1631
1008,1,6,696,1059
1163,1,8,1068,1518
1163,2,444,582,597
1163,3,113,715,1069
458,1,6,663,932
458,3,315,865,1342
952,1,2,211,9
952,3,428,692,518
473,1,1,420,840
473,3,56,15,381
1281,1,13,458,400
1281,3,944,318,858
1120,1,2,211,1623
256,1,8,13,388
476,1,2,864,958
476,3,700,882,1171
1255,1,6,735,437
1381,1,6,6,819
1381,3,201,1642,1634
696,1,6,1109,1498
696,3,794,248,400
1068,1,8,702,82
1068,2,177,170,737
654,1,6,1171,912
654,2,485,1109,805
654,3,1392,778,1496
166,1,6,285,629
166,2,174,165,983
166,3,569,165,1280
1101,1,6,715,1458
1101,3,38,10,1470
647,1,6,287,831
318,1,6,956,265
318,3,316,1109,67
527,1,6,462,685
527,2,406,736,663
527,3,316,1109,787
191,1,6,882,835
269,1,2,83,1350
310,1,6,381,576
310,3,15,4,1226
345,1,2,705,568
345,2,15,319,967
302,1,6,347,992
302,3,911,382,874
903,1,6,305,455
347,1,6,58,1307
347,2,45,766,915
347,3,592,287,177
248,1,3,186,1621
248,3,794,696,427
6,1,6,936,1504
6,2,8,923,222
6,3,20,923,447
279,1,6,162,144
8,1,2,1022,1119
606,1,6,1381,784
478,1,8,498,863
478,2,144,485,1463
478,3,477,496,1600
1141,1,16,676,964
170,1,6,93,263
170,2,177,1068,1534
648,1,2,211,470
705,1,2,1120,809
97,1,6,162,752
427,1,6,190,390
58,1,6,100,784
58,3,149,286,1332
208,1,2,663,1612
165,1,6,83,90
165,2,174,166,464
165,3,510,638,797
162,1,6,10,382
162,3,558,478,1677
419,1,2,952,657
65,1,6,865,108
65,3,180,778,1607
134,1,6,582,177
483,1,6,305,892
483,3,861,498,1267
12,1,6,496,1502
185,1,7,1109,871
185,2,186,480,249
482,1,2,663,523
482,3,553,864,136
467,1,5,248,727
467,3,592,287,397
216,1,2,168,899
216,2,181,692,1622
216,3,710,293,366
479,1,8,86,223
479,2,186,480,117
479,3,477,478,937
923,1,6,1642,1041
923,2,8,6,1381
923,3,20,921,1543
692,1,6,606,1609
692,2,181,216,92
692,3,428,952,18
462,1,6,696,1578
498,1,6,458,72
498,3,861,483,1350
186,1,2,732,1428
186,3,376,864,125
707,1,6,488,1021
707,2,69,293,253
707,3,453,631,1003
168,1,1,864,1597
168,2,168,154,1053
168,3,534,153,1076
64,1,6,1163,1244
4,1,2,248,156
4,3,15,310,271
708,1,6,654,835
702,1,6,949,858
160,1,6,736,395
160,3,555,248,373
531,1,6,676,397
194,1,6,83,335
194,3,294,956,1388
694,1,6,93,795
1109,1,6,496,314
1109,2,485,654,259
1109,3,16,305,853
1204,1,2,13,353
190,1,6,507,1178
190,2,85,83,817
86,1,6,303,294
86,3,312,317,91
736,1,8,45,1108
736,2,406,527,643
505,1,5,467,1559
505,2,186,603,1413
505,3,1357,603,257
865,1,6,283,426
865,2,47,275,538
865,3,536,305,455
480,1,1,864,598
480,2,186,505,1291
480,3,1331,478,724
638,1,6,65,850
638,3,510,165,860
921,1,6,863,1081
921,3,20,6,1042
582,1,8,483,1034
582,2,444,1163,1677
582,3,17,238,947
317,1,6,293,814
317,3,312,86,295
496,1,6,58,800
496,3,477,478,1653
381,1,6,317,892
1642,1,6,279,769
1642,3,201,1381,1527
488,1,6,903,1649
863,1,16,923,927
1401,1,8,949,1128
154,1,2,256,588
154,2,168,168,1647
154,3,540,168,1175
730,1,13,1281,1291
730,3,569,165,668
238,1,2,766,990
238,2,82,100,788
238,3,17,582,1284
212,1,6,194,399
212,3,697,676,582
735,1,6,64,110
507,1,6,1061,490
507,3,443,778,624
153,1,5,160,918
153,3,536,732,841
631,1,6,1163,1305
631,2,430,744,56
631,3,453,1061,1140
603,1,7,302,700
603,2,186,185,1625
603,3,1357,505,494
45,1,2,153,1207
45,2,47,865,1564
83,1,2,14,265
83,2,85,190,1485
83,3,301,116,436
723,1,6,166,426
723,3,1029,1163,415
715,1,6,8,102
715,3,113,1163,1532
26,1,6,293,248
663,1,2,705,1619
663,3,1339,1061,1501
525,1,5,194,927
525,3,861,498,805
766,1,2,238,1454
766,2,45,347,29
211,1,2,197,1056
211,2,125,111,563
517,1,6,285,1142
517,2,15,13,978
517,3,531,287,372
485,1,6,692,797
485,2,144,478,929
1021,1,2,705,1306
660,1,6,83,172
660,3,1029,1163,638
792,1,2,319,686
792,2,15,345,1002
792,3,1311,467,1425
956,1,6,347,169
956,3,294,194,735
197,1,6,903,208
197,3,206,347,141
732,1,8,479,97
732,3,16,865,808
420,1,10,496,344
420,3,180,778,1510
778,1,6,283,623
778,3,1392,654,610
382,1,2,766,1606
382,3,911,302,1198
949,1,2,766,1389
311,1,6,302,13
887,1,6,882,330
887,3,513,346,821
305,1,6,882,940
302,1,6,991,752
882,1,6,302,474
242,1,6,311,884
268,1,8,882,4
286,1,6,307,1421
270,1,6,305,181
346,1,6,307,306
346,3,513,887,1159
991,1,5,346,937
319,1,8,354,832
319,3,138,354,239
989,1,2,301,1459
328,1,4,307,1655
354,1,8,268,380
354,3,138,288,393
340,1,6,305,1076
903,1,2,301,84
301,1,10,989,1355
307,1,7,288,1034
288,1,7,302,190
288,3,138,354,1236
343,1,9,270,1680
50,1,3,328,28
50,3,192,181,1315
127,1,5,281,1079
117,1,3,546,580
181,1,1,685,404
181,3,194,50,292
280,1,13,289,131
713,1,8,1152,470
121,1,3,322,94
121,3,246,1054,996
993,1,0,1,1120
819,1,2,25,1619
819,3,371,1051,1618
1,1,2,938,221
15,1,6,873,816
15,3,59,873,68
471,1,6,326,718
471,3,118,934,254
926,1,2,864,265
926,3,1946,762,411
118,1,3,117,1421
118,3,107,1061,1639
111,1,17,222,224
111,3,395,222,682
125,1,6,762,264
125,3,12,866,42
546,1,3,50,744
546,3,12,866,54
255,1,6,762,756
255,3,812,328,519
740,1,6,300,1030
25,1,2,274,86
25,3,96,1023,631
762,1,2,319,500
762,3,1946,938,1137
405,1,3,748,1000
405,3,284,237,1651
764,1,8,125,1645
278,1,8,237,887
278,3,329,546,988
281,1,3,326,18
274,1,6,347,645
1023,1,2,25,830
1023,3,96,25,237
596,1,6,347,1059
1054,1,2,873,1152
1054,3,246,121,641
685,1,3,405,1041
763,1,2,25,431
347,1,6,866,1057
313,1,6,326,608
751,1,1,457,1443
751,3,591,289,550
269,1,6,274,743
304,1,6,880,487
268,1,2,993,328
938,1,2,294,1478
938,3,1946,762,305
880,1,2,1051,828
690,1,1,121,1461
300,1,6,278,450
300,3,193,181,187
328,1,3,748,955
328,3,812,255,1312
873,1,6,471,1444
873,3,59,15,390
457,1,1,50,976
258,1,7,471,1227
326,1,3,685,1118
748,1,3,300,1055
294,1,2,866,921
294,3,420,118,305
289,1,6,255,1235
289,3,591,751,1086
322,1,6,15,401
319,1,2,25,1354
866,1,2,1051,817
866,3,12,125,106
1061,1,6,289,219
1061,3,107,118,232
1152,1,6,237,1125
237,1,6,255,391
237,3,284,405,393
864,1,2,762,1191
934,1,6,740,645
934,3,118,471,1476
222,1,17,280,743
222,3,395,111,1075
676,1,6,934,732
1051,1,2,926,206
1051,3,371,819,235
173,1,12,210,441
173,2,181,209,273
173,3,420,651,773
959,1,2,69,323
959,3,799,250,683
318,1,6,441,362
318,2,84,174,802
215,1,6,125,383
215,3,393,182,279
64,1,6,441,1523
64,3,207,651,477
209,1,2,1059,978
209,2,181,173,1275
69,1,6,164,1531
69,2,68,633,221
69,3,0,1,897
181,1,3,265,904
181,3,193,172,1603
7,1,7,5,42
7,3,25,250,47
79,1,5,628,1302
79,2,80,233,1314
79,3,193,89,483
50,1,3,849,376
50,3,194,172,1172
427,1,5,282,608
265,1,4,233,961
265,2,158,144,1331
265,3,415,210,194
633,1,10,215,553
633,2,68,69,792
633,3,112,294,1524
183,1,15,219,1344
183,2,91,89,289
183,3,16,665,1444
508,1,6,56,1470
508,3,204,53,683
144,1,3,226,1479
144,2,158,265,925
144,3,25,7,360
117,1,1,97,1331
117,2,30,27,1209
117,3,415,265,1631
1218,1,2,69,1163
98,1,5,427,762
651,1,6,561,1592
651,3,207,64,1002
192,1,6,628,1604
192,2,26,182,1218
192,3,592,187,639
423,1,9,195,1433
423,2,84,234,1295
423,3,1192,637,992
182,1,6,697,800
182,2,26,218,964
182,3,592,561,250
97,1,6,295,238
97,3,347,121,1614
515,1,1,250,312
628,1,6,441,1498
628,3,592,693,1604
470,1,6,569,855
470,3,235,62,875
939,1,6,11,797
939,3,108,28,549
693,1,6,651,201
693,2,26,182,699
693,3,592,182,1229
294,1,12,173,189
294,3,112,633,1480
250,1,1,117,423
250,3,711,939,425
273,1,6,11,796
273,3,282,187,386
1,1,1,403,533
1,3,0,69,381
125,1,6,11,1165
125,3,438,187,372
295,1,6,508,525
295,3,235,470,706
293,1,5,697,420
293,3,282,127,505
1059,1,5,293,496
187,1,6,452,1175
187,2,138,127,1468
187,3,592,218,328
234,1,6,628,886
234,2,84,423,701
234,3,754,452,1667
288,1,15,859,117
288,2,200,219,94
11,1,6,182,1393
127,1,6,569,829
127,2,138,187,27
127,3,282,187,1588
282,1,6,125,1175
282,3,145,578,1616
28,1,6,53,208
28,3,0,69,1404
22,1,6,5,1133
697,1,5,56,278
697,3,611,182,720
56,1,5,27,134
56,3,12,4,903
200,1,15,859,1324
200,3,659,403,22
17,1,3,849,664
17,3,67,218,558
219,1,15,379,926
219,2,200,288,597
164,1,1,173,1242
164,2,98,176,937
164,3,566,195,1431
5,1,6,508,992
5,3,16,665,1181
637,1,15,379,728
637,3,1192,423,645
218,1,5,273,1504
218,2,26,192,19
218,3,67,17,447
217,1,15,860,240
217,2,138,187,258
217,3,711,939,1482
559,1,15,183,641
559,3,329,92,1392
561,1,15,183,1633
561,3,592,182,1218
379,1,12,173,1370
379,3,243,64,989
569,1,6,97,665
569,3,236,62,1514
441,1,15,379,676
769,1,1,405,881
769,3,254,68,37
53,1,5,64,1126
53,3,67,17,922
665,1,3,172,1287
665,3,16,183,1534
452,1,6,693,439
452,3,755,234,49
859,1,15,441,530
860,1,6,64,186
145,1,15,859,780
145,3,4,2,152
174,1,3,68,203
174,2,84,210,1162
174,3,193,172,398
568,1,1,28,727
568,3,145,578,504
89,1,4,939,619
89,2,91,183,375
89,3,193,210,1604
228,1,3,27,602
385,1,4,2,1486
385,2,98,164,265
385,3,342,195,201
96,1,9,665,1658
96,2,98,176,1230
96,3,343,195,730
92,1,5,427,1166
92,2,34,161,889
92,3,330,568,449
172,1,3,210,1641
172,3,192,50,1611
176,1,9,183,1623
176,2,98,195,737
176,3,16,5,1113
210,1,3,50,941
210,2,84,174,595
210,3,193,89,56
195,1,9,62,1408
195,2,98,96,1257
195,3,342,385,1020
121,1,3,405,240
121,2,61,62,904
121,3,347,97,535
546,1,3,233,1037
546,3,329,559,1461
2,1,4,89,586
2,3,4,145,522
431,1,1,172,1280
431,3,415,265,197
233,1,3,546,1172
233,2,80,79,1425
161,1,6,628,1147
161,2,34,92,884
161,3,284,849,431
226,1,4,5,860
226,3,503,144,1045
4,1,5,92,1423
4,3,12,546,138
68,1,3,568,747
68,3,254,769,645
405,1,3,195,69
405,3,284,849,1265
849,1,6,470,399
849,2,34,92,962
849,3,284,405,347
62,1,1,28,1528
62,2,61,121,742
62,3,235,295,612
232,1,6,470,73
27,1,2,209,325
27,2,30,117,494
27,3,104,121,1137
403,1,1,97,687
403,3,659,200,1656
578,1,9,121,853
578,3,145,282,897
258,1,6,161,1573
258,2,68,204,252
258,3,271,729,546
286,1,8,731,1038
286,3,547,157,370
181,1,1,204,628
181,3,193,79,1003
50,1,12,402,535
50,3,194,172,1014
475,1,6,180,27
257,1,2,230,1447
257,3,111,79,384
283,1,6,684,1052
283,3,87,22,1369
676,1,6,51,13
676,2,54,52,196
676,3,697,317,1158
1115,1,2,658,644
476,1,2,40,1433
476,3,700,213,90
275,1,8,732,1159
275,3,260,70,1336
744,1,6,203,948
744,2,430,559,718
744,3,944,318,235
222,1,17,48,779
151,1,1,181,532
25,1,2,692,252
25,2,28,197,690
25,3,96,755,1232
10,1,6,463,1165
185,1,4,89,201
958,1,6,318,1120
958,2,8,923,1198
958,3,20,923,1061
134,1,6,1221,1362
42,1,2,732,601
64,1,6,133,1500
64,3,207,651,1213
180,1,6,1170,444
180,2,138,217,1478
180,3,609,692,137
170,1,6,70,881
269,1,6,286,491
306,1,2,168,967
995,1,2,417,112
845,1,6,381,1118
713,1,8,216,99
1163,1,6,425,398
1163,2,444,582,890
1163,3,1029,660,1185
277,1,6,161,1604
277,3,866,716,1519
762,1,2,283,164
762,3,1860,715,398
488,1,6,10,1259
172,1,1,228,207
172,3,193,79,1112
135,1,1,416,1663
135,2,150,200,507
133,1,8,202,60
133,2,144,485,1291
133,3,464,496,272
79,1,6,203,1110
79,3,193,50,780
483,1,6,704,497
154,1,2,238,275
154,2,168,168,1672
154,3,539,168,106
432,1,12,132,589
432,2,102,99,175
114,1,6,134,720
169,1,2,25,1065
318,1,6,10,1002
318,2,84,423,1134
318,3,944,729,1649
65,1,6,496,688
65,3,67,218,1673
98,1,6,286,24
98,3,271,729,795
204,1,2,1285,1303
204,2,68,258,1357
204,3,428,692,847
433,1,2,1118,975
433,3,329,559,1021
58,1,6,133,1376
58,3,149,318,9
48,1,6,277,432
496,1,6,77,608
496,3,464,133,277
22,1,6,1518,84
22,3,87,283,638
193,1,6,213,1673
193,3,642,417,1081
197,1,2,658,759
197,2,28,25,987
197,3,649,716,411
238,1,2,959,1238
238,3,17,716,141
216,1,2,652,310
216,2,181,173,501
216,3,189,1221,338
692,1,8,1053,742
692,2,181,216,1492
692,3,609,180,364
132,1,1,228,321
132,2,144,133,1196
317,1,6,1119,945
317,2,268,509,1211
317,3,697,387,58
588,1,12,662,974
202,1,8,66,206
69,1,8,286,1593
69,2,68,204,666
69,3,257,393,1540
143,1,13,727,578
143,3,499,419,36
186,1,2,196,884
485,1,6,197,480
485,2,144,132,251
168,1,12,173,1535
168,2,168,154,462
168,3,538,154,833
921,1,6,10,932
921,3,20,958,395
694,1,6,762,1446
99,1,0,169,122
99,2,103,404,1141
423,1,10,485,332
423,2,84,82,76
52,1,6,736,177
52,2,54,676,527
404,1,10,378,1354
404,2,103,99,1321
707,1,6,381,1360
707,2,69,70,216
582,1,8,387,1229
582,2,444,1163,631
582,3,296,277,492
655,1,6,744,1474
655,2,181,173,839
97,1,6,660,705
97,3,346,215,405
83,1,8,381,689
923,1,16,1285,409
923,2,8,958,1346
923,3,20,958,990
727,1,6,731,616
727,3,711,217,71
704,1,8,402,1452
421,1,6,485,1618
421,3,154,40,1266
509,1,6,1170,1098
509,2,268,317,626
509,3,697,241,1515
402,1,6,736,342
402,2,326,720,550
402,3,371,731,1245
651,1,6,694,1202
651,2,53,51,1076
651,3,420,173,302
8,1,6,65,1593
699,1,8,49,734
699,3,712,217,1242
425,1,6,662,479
425,3,188,49,1280
684,1,6,729,1275
684,3,598,203,38
95,1,2,216,991
95,3,96,755,424
232,1,6,707,1676
70,1,6,1170,1635
70,2,69,707,1559
70,3,260,275,666
652,1,6,723,1588
652,3,213,549,1380
1170,1,2,42,298
214,1,6,744,345
736,1,8,70,185
747,1,20,169,1478
173,1,1,97,967
173,2,181,692,953
173,3,420,651,1324
662,1,8,732,1465
662,3,171,143,1418
200,1,6,704,549
200,2,150,135,905
200,3,659,403,845
196,1,6,559,987
196,3,96,25,443
463,1,6,660,1188
191,1,6,402,603
380,1,3,281,332
1518,1,6,69,908
1518,3,880,281,692
228,1,3,281,970
228,3,743,230,141
622,1,1,549,1064
622,3,1175,416,720
89,1,4,82,547
89,3,193,181,1322
559,1,6,729,1041
559,2,430,744,52
559,3,196,51,1671
1046,1,4,185,1230
1046,3,246,66,760
966,1,6,694,1081
213,1,6,704,1657
213,3,700,476,990
91,1,12,202,60
91,3,326,173,955
729,1,6,51,894
729,3,944,744,1257
203,1,6,713,1046
203,3,13,77,659
217,1,15,447,1326
217,2,138,180,360
217,3,197,51,1271
732,1,8,720,186
732,3,536,1285,501
161,1,8,736,206
161,3,284,77,719
403,1,3,50,1356
403,2,49,420,1332
403,3,659,200,1622
241,1,3,172,1435
241,3,697,317,100
215,1,12,173,693
215,3,393,731,42
755,1,3,720,703
755,3,96,196,1556
71,1,1,655,1313
71,3,264,651,245
658,1,6,1053,379
419,1,2,66,1009
419,2,155,416,1512
419,3,499,143,32
715,1,6,143,1208
715,3,113,1163,742
941,1,6,651,571
157,1,6,704,451
157,3,547,286,1247
82,1,1,622,382
82,2,84,423,220
82,3,296,582,42
1119,1,6,277,1507
1119,3,671,204,1200
1118,1,2,433,788
447,1,15,217,1497
731,1,6,715,1181
731,3,371,402,34
549,1,1,257,1463
549,3,213,652,756
949,1,6,157,209
417,1,2,995,755
417,3,642,193,977
451,1,8,49,973
451,3,155,40,1116
77,1,6,655,1275
77,3,13,203,524
381,1,6,157,1453
1221,1,6,1518,720
1221,3,189,49,1461
387,1,8,704,833
387,2,26,218,962
387,3,697,509,1395
393,1,2,1115,241
393,3,96,25,674
51,1,6,180,616
51,2,53,651,294
51,3,196,559,1042
66,1,2,83,143
66,3,246,1046,219
660,1,6,1518,364
660,3,1029,723,558
723,1,6,277,186
723,3,371,402,17
218,1,5,186,1460
218,2,26,387,607
218,3,715,549,703
40,1,6,496,868
40,3,155,451,1425
162,1,6,762,1002
710,1,2,1053,189
49,1,8,966,1432
49,3,188,425,1170
230,1,9,228,1540
230,3,741,228,890
720,1,1,97,1067
720,2,326,402,1313
720,3,199,51,1006
378,1,6,196,263
1053,1,6,79,1032
739,1,8,762,1034
739,3,1582,720,75
716,1,2,70,1039
716,3,866,277,1544
416,1,1,241,1430
416,2,155,419,979
416,3,1175,622,957
568,1,1,622,1532
568,3,145,66,1232
1285,1,6,652,999
1285,3,536,732,1426
420,1,1,97,658
420,2,49,403,723
420,3,701,213,1446
959,1,2,8,770
281,1,1,622,524
281,3,880,1518,117
220,1,6,941,976
1040,1,2,941,1261
1040,3,145,66,812
50,1,3,399,149
50,3,192,181,818
731,1,2,495,922
